CustomerID,Name,Age,Gender,AccountBalance,AccountType,AccountOpenDate,Email
NA,Jane Smith,39.007712418300656,Female,7000.0,Unknown,2012-08-24,jane.smith@sample.com
33.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
36.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
NA,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
38.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,0000-00-00,jane.smith@sample.com
39.0,Jim Brown,32.0,Male,0.0,Unknown,2015-09-12,unknown@email.com
NA,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,unknown@email.com
42.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
NA,John Doe,45.0,Male,0.0,Unknown,2010-06-15,john.doe@example.com
44.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
46.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,unknown@email.com
48.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
50.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
51.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
54.0,Paul White,40.0,Male,10000.0,Unknown,0000-00-00,paul.white@example.com
55.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
56.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
57.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
58.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
60.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
61.0,John Doe,45.0,Male,5000.0,Savings,0000-00-00,john.doe@example.com
62.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
64.0,Alice Green,28.0,Female,0.0,Savings,0000-00-00,alice.green@example.com
66.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,unknown@email.com
67.0,John Doe,39.007712418300656,Male,0.0,Savings,0000-00-00,john.doe@example.com
68.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
69.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
70.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
72.0,Paul White,40.0,Male,0.0,Unknown,2020-12-01,paul.white@example.com
73.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
74.0,Jane Smith,39.007712418300656,Female,0.0,Checking,2012-08-24,unknown@email.com
76.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
78.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
79.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
80.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,0000-00-00,jane.smith@sample.com
82.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
84.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
85.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
86.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,0000-00-00,unknown@email.com
87.0,Jim Brown,32.0,Male,0.0,Unknown,2015-09-12,unknown@email.com
88.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
90.0,Paul White,39.007712418300656,Male,0.0,Unknown,2020-12-01,paul.white@example.com
91.0,John Doe,45.0,Male,5000.0,Unknown,2010-06-15,john.doe@example.com
92.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
93.0,Jim Brown,32.0,Male,12000.0,Unknown,0000-00-00,unknown@email.com
94.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
96.0,Paul White,40.0,Male,0.0,Unknown,2020-12-01,paul.white@example.com
99.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
100.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,unknown@email.com
102.0,Paul White,40.0,Male,10000.0,Unknown,0000-00-00,unknown@email.com
103.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
104.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
105.0,Jim Brown,32.0,Male,0.0,Unknown,2015-09-12,unknown@email.com
106.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
108.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
109.0,John Doe,45.0,Male,5000.0,Unknown,2010-06-15,john.doe@example.com
110.0,Jane Smith,39.007712418300656,Female,0.0,Checking,2012-08-24,jane.smith@sample.com
111.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
112.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
114.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
115.0,John Doe,45.0,Male,5000.0,Savings,0000-00-00,john.doe@example.com
116.0,Jane Smith,39.007712418300656,Female,7000.0,Unknown,0000-00-00,unknown@email.com
117.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
118.0,Alice Green,28.0,Female,0.0,Savings,0000-00-00,alice.green@example.com
NA,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
121.0,John Doe,39.007712418300656,Male,5000.0,Savings,0000-00-00,john.doe@example.com
NA,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
123.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
124.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,unknown@email.com
NA,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
NA,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
128.0,Jane Smith,39.007712418300656,Male,7000.0,Checking,2012-08-24,jane.smith@sample.com
129.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
132.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
133.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
NA,Jane Smith,39.007712418300656,Female,0.0,Checking,2012-08-24,jane.smith@sample.com
136.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
138.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,unknown@email.com
139.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
140.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
142.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
144.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
145.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
146.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
147.0,Jim Brown,39.007712418300656,Male,12000.0,Unknown,2015-09-12,unknown@email.com
148.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,unknown@email.com
150.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
152.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
153.0,Jim Brown,32.0,Male,12000.0,Unknown,0000-00-00,unknown@email.com
154.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
156.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
157.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
158.0,Jane Smith,39.007712418300656,Male,7000.0,Unknown,2012-08-24,jane.smith@sample.com
159.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
NA,Alice Green,28.0,Female,0.0,Savings,0000-00-00,alice.green@example.com
162.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
163.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
164.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
165.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
NA,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
169.0,John Doe,39.007712418300656,Male,5000.0,Savings,2010-06-15,john.doe@example.com
170.0,Jane Smith,39.007712418300656,Female,7000.0,Unknown,2012-08-24,unknown@email.com
171.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
172.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
174.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
175.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
176.0,Jane Smith,39.007712418300656,Female,0.0,Checking,2012-08-24,unknown@email.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,0000-00-00,unknown@email.com
178.0,Alice Green,28.0,Female,8500.0,Unknown,0000-00-00,alice.green@example.com
180.0,Paul White,39.007712418300656,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
181.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
NA,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
183.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
186.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,unknown@email.com
187.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
188.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,unknown@email.com
189.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
NA,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
192.0,Paul White,40.0,Male,10000.0,Unknown,0000-00-00,paul.white@example.com
193.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
194.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,unknown@email.com
195.0,Jim Brown,39.007712418300656,Male,12000.0,Unknown,2015-09-12,unknown@email.com
196.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
198.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,unknown@email.com
199.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
200.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,unknown@email.com
201.0,Jim Brown,32.0,Male,0.0,Unknown,2015-09-12,unknown@email.com
NA,Alice Green,28.0,Female,0.0,Savings,0000-00-00,alice.green@example.com
204.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
205.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
206.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
210.0,Paul White,40.0,Male,10000.0,Unknown,0000-00-00,paul.white@example.com
211.0,John Doe,45.0,Male,5000.0,Savings,0000-00-00,unknown@email.com
213.0,Jim Brown,39.007712418300656,Male,0.0,Unknown,2015-09-12,unknown@email.com
214.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
216.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
217.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,unknown@email.com
218.0,Jane Smith,39.007712418300656,Female,7000.0,Unknown,2012-08-24,jane.smith@sample.com
220.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
NA,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
223.0,John Doe,45.0,Male,5000.0,Unknown,2010-06-15,john.doe@example.com
224.0,Jane Smith,39.007712418300656,Female,0.0,Checking,2012-08-24,jane.smith@sample.com
225.0,Jim Brown,32.0,Male,0.0,Unknown,2015-09-12,unknown@email.com
226.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
228.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
229.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
230.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
234.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
NA,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
236.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
237.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
238.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,unknown@email.com
240.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
241.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,unknown@email.com
242.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
244.0,Alice Green,39.007712418300656,Female,8500.0,Unknown,0000-00-00,alice.green@example.com
246.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
247.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
NA,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
249.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
252.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
253.0,John Doe,39.007712418300656,Male,5000.0,Savings,0000-00-00,john.doe@example.com
NA,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
255.0,Jim Brown,32.0,Male,12000.0,Unknown,0000-00-00,unknown@email.com
256.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
259.0,John Doe,39.007712418300656,Male,5000.0,Savings,2010-06-15,john.doe@example.com
260.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
261.0,Jim Brown,32.0,Male,12000.0,Unknown,0000-00-00,unknown@email.com
262.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
264.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
265.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
NA,Jane Smith,39.007712418300656,Male,7000.0,Checking,2012-08-24,jane.smith@sample.com
267.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
268.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
270.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
271.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
272.0,Jane Smith,39.007712418300656,Male,7000.0,Checking,2012-08-24,jane.smith@sample.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
274.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
276.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
277.0,John Doe,39.007712418300656,Male,5000.0,Savings,2010-06-15,john.doe@example.com
NA,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
280.0,Alice Green,28.0,Female,8500.0,Unknown,0000-00-00,alice.green@example.com
282.0,Paul White,39.007712418300656,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
283.0,John Doe,45.0,Male,5000.0,Unknown,2010-06-15,john.doe@example.com
284.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
285.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
286.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
288.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
289.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
290.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
291.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
292.0,Alice Green,39.007712418300656,Female,8500.0,Savings,0000-00-00,alice.green@example.com
294.0,Paul White,40.0,Male,10000.0,Unknown,0000-00-00,paul.white@example.com
295.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,unknown@email.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
298.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
300.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
301.0,John Doe,39.007712418300656,Male,5000.0,Savings,2010-06-15,john.doe@example.com
302.0,Jane Smith,39.007712418300656,Female,7000.0,Unknown,2012-08-24,jane.smith@sample.com
303.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
304.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
306.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,unknown@email.com
307.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
308.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
310.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
312.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
313.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
314.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
315.0,Jim Brown,39.007712418300656,Male,12000.0,Unknown,2015-09-12,unknown@email.com
316.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
318.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
319.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
320.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
324.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
325.0,John Doe,45.0,Male,5000.0,Savings,0000-00-00,john.doe@example.com
326.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
327.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
328.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
330.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
331.0,John Doe,39.007712418300656,Male,5000.0,Savings,2010-06-15,john.doe@example.com
332.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,0000-00-00,jane.smith@sample.com
333.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
334.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
336.0,Paul White,39.007712418300656,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
337.0,John Doe,45.0,Male,5000.0,Savings,0000-00-00,john.doe@example.com
338.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
339.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
340.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
342.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
343.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
344.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,unknown@email.com
345.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
346.0,Alice Green,39.007712418300656,Female,8500.0,Savings,0000-00-00,alice.green@example.com
348.0,Paul White,40.0,Male,10000.0,Unknown,0000-00-00,paul.white@example.com
349.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
350.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
351.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
354.0,Paul White,39.007712418300656,Male,10000.0,Unknown,0000-00-00,paul.white@example.com
355.0,John Doe,45.0,Male,5000.0,Unknown,2010-06-15,john.doe@example.com
356.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
357.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
358.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
361.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
362.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
363.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
364.0,Alice Green,39.007712418300656,Female,8500.0,Savings,0000-00-00,alice.green@example.com
366.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
367.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
368.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
369.0,Jim Brown,32.0,Male,0.0,Unknown,2015-09-12,unknown@email.com
370.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,unknown@email.com
373.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
374.0,Jane Smith,39.007712418300656,Female,7000.0,Unknown,2012-08-24,jane.smith@sample.com
375.0,Jim Brown,32.0,Male,12000.0,Unknown,0000-00-00,unknown@email.com
376.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
NA,Paul White,40.0,Male,0.0,Unknown,2020-12-01,paul.white@example.com
379.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,unknown@email.com
380.0,Jane Smith,39.007712418300656,Male,7000.0,Unknown,2012-08-24,jane.smith@sample.com
381.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
382.0,Alice Green,28.0,Male,8500.0,Savings,0000-00-00,alice.green@example.com
384.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
385.0,John Doe,39.007712418300656,Male,5000.0,Savings,2010-06-15,john.doe@example.com
387.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
388.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
390.0,Paul White,39.007712418300656,Male,0.0,Unknown,2020-12-01,paul.white@example.com
391.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
392.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,unknown@email.com
393.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
396.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
397.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
398.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
399.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
400.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
402.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
403.0,John Doe,45.0,Male,0.0,Savings,2010-06-15,john.doe@example.com
404.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
406.0,Alice Green,28.0,Female,8500.0,Unknown,0000-00-00,alice.green@example.com
408.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
409.0,John Doe,39.007712418300656,Male,5000.0,Savings,2010-06-15,unknown@email.com
410.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,0000-00-00,unknown@email.com
NA,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
412.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
414.0,Paul White,40.0,Male,10000.0,Unknown,2020-12-01,paul.white@example.com
415.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
416.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,unknown@email.com
417.0,Jim Brown,39.007712418300656,Male,12000.0,Unknown,2015-09-12,unknown@email.com
418.0,Alice Green,28.0,Female,8500.0,Savings,0000-00-00,alice.green@example.com
420.0,Paul White,40.0,Male,10000.0,Unknown,0000-00-00,paul.white@example.com
421.0,John Doe,45.0,Male,5000.0,Savings,2010-06-15,john.doe@example.com
422.0,Jane Smith,39.007712418300656,Female,7000.0,Checking,2012-08-24,jane.smith@sample.com
423.0,Jim Brown,32.0,Male,12000.0,Unknown,2015-09-12,unknown@email.com
